sample_index,amplitude
0,0.01036752574145794
1,0.02465001679956913
2,0.00992230512201786
3,-0.039075665175914764
4,0.027176788076758385
5,0.013377632014453411
6,-0.016175443306565285
7,0.01731814257800579
8,0.010820649564266205
9,0.008784463629126549
10,0.0009585602092556655
11,0.016660479828715324
12,-0.021764647215604782
13,-0.004646299406886101
14,-0.014474906958639622
15,0.01762423850595951
16,0.000600386643782258
17,-0.009377790614962578
18,-0.02376643382012844
19,-0.007499116938561201
20,0.0010007767705246806
21,-0.007230420596897602
22,0.03968481346964836
23,0.03042970411479473
24,-0.08197413384914398
25,-0.05802278220653534
26,-0.00677691912278533
27,-0.01367100141942501
28,0.006499844137579203
29,0.007830963470041752
30,0.06562233716249466
31,-0.031379103660583496
32,-0.010405887849628925
33,0.06056934967637062
34,0.017176957800984383
35,0.01701473817229271
36,-0.017679713666439056
37,-0.049953948706388474
38,0.006698484532535076
39,0.0065928795374929905
40,-0.03321873024106026
41,-0.01825978420674801
42,-0.0024665421806275845
43,-0.031302351504564285
44,-0.007451939396560192
45,-0.0012498341966420412
46,-0.0007231587078422308
47,-0.013620114885270596
48,0.02231653407216072
49,0.03235884755849838
50,0.013881808146834373
51,-0.02372409589588642
52,0.018682196736335754
53,-0.021231260150671005
54,0.01986805722117424
55,-0.0360298827290535
56,0.02815624140202999
57,0.004728929605334997
58,-0.02961924858391285
59,-0.002455664100125432
60,0.00447163637727499
61,0.005340900272130966
62,-0.03709201142191887
63,-0.04248388111591339
64,-0.0008125109598040581
65,-0.01509573683142662
66,0.012535554356873035
67,0.03274865821003914
68,-0.039246104657649994
69,0.013492458499968052
70,0.03533203899860382
71,-0.01739049330353737
72,-0.036426641047000885
73,0.012089941650629044
74,0.003574845613911748
75,0.031472377479076385
76,0.0012599072651937604
77,-0.030680743977427483
78,0.00653384393081069
79,-0.012119789607822895
80,0.014926748350262642
81,-0.008847442455589771
82,-0.06362408399581909
83,-0.04398137331008911
84,0.02893880382180214
85,0.03279050439596176
86,-0.00193463871255517
87,0.01458215806633234
88,0.01862994022667408
89,0.00716740544885397
90,0.009792427532374859
91,-0.01143790502101183
92,-0.016144368797540665
93,-0.009006197564303875
94,0.04357326030731201
95,-0.047253575176000595
96,0.01575060933828354
97,0.01159741636365652
98,-0.04659876227378845
99,-0.007176917511969805
100,-0.042879898101091385
101,0.006555628031492233
102,-0.01025049015879631
103,0.029838096350431442
104,0.05884296074509621
105,0.03679719194769859
106,-0.009137218818068504
107,-0.04444587230682373
108,0.03638499602675438
109,-0.030147604644298553
110,-0.046465612947940826
111,-0.008908717893064022
112,-3.472880052868277e-05
113,0.04834769293665886
114,0.031308386474847794
115,0.024946562945842743
116,-0.01381734199821949
117,0.0008037836523726583
118,-0.05999181419610977
119,-0.012293674051761627
120,0.0244431309401989
121,-0.04615892842411995
122,-0.05266913026571274
123,0.05276700481772423
124,0.10878299921751022
125,-0.014082380570471287
126,-0.0456123873591423
127,-0.011617586947977543
128,-0.06331859529018402
129,-0.04538492113351822
130,-0.019050000235438347
131,0.033451758325099945
132,0.02443627454340458
133,0.04831378161907196
134,0.02035953290760517
135,-0.025859419256448746
136,-0.036833371967077255
137,-0.07112828642129898
138,-0.03927566856145859
139,-0.05238138139247894
140,-0.021741023287177086
141,0.08039792627096176
142,0.04513745754957199
143,0.03464968875050545
144,0.02472047507762909
145,-0.035058602690696716
146,-0.05199331417679787
147,-0.03563311696052551
148,-0.021736284717917442
149,-0.03288748860359192
150,0.05900890380144119
151,0.034146588295698166
152,0.015446687117218971
153,-0.005686863791197538
154,-0.026339732110500336
155,0.00381512101739645
156,-0.09143237769603729
157,-0.03785598650574684
158,-0.0739918202161789
159,0.02810007892549038
160,0.08158448338508606
161,0.05035475268959999
162,0.01598556526005268
163,0.003187233116477728
164,-0.020648371428251266
165,-0.04205986484885216
166,0.003912229090929031
167,-0.017587237060070038
168,0.0011015922063961625
169,0.050459980964660645
170,0.06418511271476746
171,0.05257516726851463
172,0.00908835418522358
173,-0.029451481997966766
174,-0.11509248614311218
175,-0.04223930090665817
176,-0.056800730526447296
177,-0.029017793014645576
178,0.06932439655065536
179,0.11244003474712372
180,0.07860000431537628
181,0.03103608638048172
182,-0.051810216158628464
183,0.021748263388872147
184,-0.050865352153778076
185,-0.09034254401922226
186,-0.033096037805080414
187,0.0446443185210228
188,0.0295897014439106
189,0.08241313695907593
190,0.03044377826154232
191,0.027585215866565704
192,-0.030776385217905045
193,-0.16601955890655518
194,-0.071456179022789
195,-0.07680057734251022
196,0.06286418437957764
197,0.08052349090576172
198,0.105312280356884
199,0.03118767775595188
200,0.06380127370357513
201,0.010334186255931854
202,-0.12031550705432892
203,-0.07689116150140762
204,-0.06896735727787018
205,0.012180659919977188
206,0.0320420004427433
207,0.1532309353351593
208,0.05281531438231468
209,0.021138573065400124
210,-0.021062307059764862
211,-0.106904037296772
212,-0.10825121402740479
213,-0.08708550035953522
214,-0.011657819151878357
215,0.024276308715343475
216,0.0882255956530571
217,0.09302530437707901
218,0.04313398897647858
219,-0.015579394064843655
220,-0.09010091423988342
221,-0.08789099007844925
222,-0.10098783671855927
223,-0.03546890616416931
224,0.023529889062047005
225,0.08458214998245239
226,0.07592054456472397
227,0.09276127815246582
228,-0.02850879356265068
229,-0.09180252254009247
230,-0.10440412163734436
231,-0.09868345409631729
232,-0.06928246468305588
233,-0.038153063505887985
234,0.10614732652902603
235,0.13223622739315033
236,0.05847044661641121
237,0.05536744371056557
238,-0.07273776829242706
239,-0.14795023202896118
240,-0.12428222596645355
241,-0.08948876708745956
242,0.002846288029104471
243,0.03221163898706436
244,0.18415449559688568
245,0.10451609641313553
246,0.014909758232533932
247,-0.00979815423488617
248,-0.1173231452703476
249,-0.1293087750673294
250,-0.120658278465271
251,-0.03441667929291725
252,0.06819994747638702
253,0.10641678422689438
254,0.1612708419561386
255,0.07681900262832642
256,-0.02609061449766159
257,-0.08996176719665527
258,-0.13179440796375275
259,-0.1415424644947052
260,-0.09041561186313629
261,0.05372638255357742
262,0.06792985647916794
263,0.1233251765370369
264,0.1212906688451767
265,-0.00842162687331438
266,-0.07002044469118118
267,-0.14595215022563934
268,-0.12809407711029053
269,-0.12491471320390701
270,-0.014798995107412338
271,0.11509166657924652
272,0.08748631924390793
273,0.2399151623249054
274,0.04657517746090889
275,-0.06466113030910492
276,-0.10986574739217758
277,-0.17117847502231598
278,-0.18305759131908417
279,-0.012750360183417797
280,0.10748284310102463
281,0.1471043974161148
282,0.16108375787734985
283,0.11830903589725494
284,-0.03600957989692688
285,-0.10570120811462402
286,-0.17196479439735413
287,-0.17950432002544403
288,-0.1117827296257019
289,0.04452359303832054
290,0.12527646124362946
291,0.2162352055311203
292,0.14342956244945526
293,0.05347738787531853
294,-0.08968311548233032
295,-0.169782817363739
296,-0.20775754749774933
297,-0.08958092331886292
298,0.06788497418165207
299,0.12424536049365997
300,0.17750337719917297
301,0.1668902188539505
302,0.05749479681253433
303,-0.08177827298641205
304,-0.16408823430538177
305,-0.21154476702213287
306,-0.10516335815191269
307,-0.02772367186844349
308,0.11628477275371552
309,0.22402751445770264
310,0.19017139077186584
311,0.15818381309509277
312,-0.03978860005736351
313,-0.17338363826274872
314,-0.22417546808719635
315,-0.18738940358161926
316,-0.11525561660528183
317,0.0700588971376419
318,0.13573046028614044
319,0.26155588030815125
320,0.15484075248241425
321,0.005397105123847723
322,-0.1476098895072937
323,-0.2254817634820938
324,-0.22093231976032257
325,-0.15137676894664764
326,0.0005752777797169983
327,0.16001425683498383
328,0.21596480906009674
329,0.2243269830942154
330,0.1079479232430458
331,-0.08195913583040237
332,-0.1898602396249771
333,-0.27710455656051636
334,-0.146736741065979
335,-0.02166750282049179
336,0.14963507652282715
337,0.28107744455337524
338,0.16090670228004456
339,0.13226577639579773
340,-0.06942889839410782
341,-0.16523540019989014
342,-0.289827436208725
343,-0.22302184998989105
344,-0.0675850510597229
345,0.11313280463218689
346,0.22537879645824432
347,0.23073430359363556
348,0.15741954743862152
349,0.0425080768764019
350,-0.15092940628528595
351,-0.3032819926738739
352,-0.21908794343471527
353,-0.11572004854679108
354,0.0718914344906807
355,0.19112363457679749
356,0.29448699951171875
357,0.1880704015493393
358,0.08983179926872253
359,-0.12269090116024017
360,-0.22268173098564148
361,-0.2419617772102356
362,-0.2037806361913681
363,-0.011826655827462673
364,0.1685226410627365
365,0.30868449807167053
366,0.2806783616542816
367,0.09471437335014343
368,-0.04215962439775467
369,-0.19790877401828766
370,-0.22544997930526733
371,-0.2816796898841858
372,-0.0870501846075058
373,0.1621962934732437
374,0.22270075976848602
375,0.2538275420665741
376,0.20433135330677032
377,0.03422195836901665
378,-0.20490527153015137
379,-0.2774837017059326
380,-0.2706403136253357
381,-0.08807407319545746
382,0.06701943278312683
383,0.269789457321167
384,0.28183063864707947
385,0.23675021529197693
386,0.06540679931640625
387,-0.10319563746452332
388,-0.2670169472694397
389,-0.3300382196903229
390,-0.1748558133840561
391,0.02703227289021015
392,0.19986365735530853
393,0.30705317854881287
394,0.28287097811698914
395,0.08433608710765839
396,-0.07356597483158112
397,-0.25360605120658875
398,-0.35481664538383484
399,-0.23053236305713654
400,-0.10592725872993469
401,0.1369355469942093
402,0.2917579114437103
403,0.3847038149833679
404,0.15315112471580505
405,0.0043981862254440784
406,-0.19416603446006775
407,-0.3248830735683441
408,-0.26744115352630615
409,-0.16597305238246918
410,0.023972881957888603
411,0.30490484833717346
412,0.3129957914352417
413,0.25297167897224426
414,0.02485097199678421
415,-0.13897225260734558
416,-0.3021668493747711
417,-0.36411604285240173
418,-0.17909018695354462
419,0.02568734437227249
420,0.23827964067459106
421,0.35963642597198486
422,0.3106236159801483
423,0.15415586531162262
424,-0.09720949828624725
425,-0.31428736448287964
426,-0.3387211859226227
427,-0.2904474139213562
428,-0.04610446095466614
429,0.201170414686203
430,0.3950279951095581
431,0.34455302357673645
432,0.26275578141212463
433,-0.027344929054379463
434,-0.2690887749195099
435,-0.39998316764831543
436,-0.3124556243419647
437,-0.1331200897693634
438,0.08853056281805038
439,0.29246243834495544
440,0.3722238838672638
441,0.26047903299331665
442,0.08091053366661072
443,-0.16608771681785583
444,-0.34751951694488525
445,-0.365872859954834
446,-0.22672587633132935
447,0.045864369720220566
448,0.31135261058807373
449,0.4657558500766754
450,0.3702258765697479
451,0.12408798933029175
452,-0.13658422231674194
453,-0.3638065457344055
454,-0.43220755457878113
455,-0.2941967844963074
456,-0.034794535487890244
457,0.28213319182395935
458,0.3983516991138458
459,0.4338372051715851
460,0.26941633224487305
461,-0.05448629707098007
462,-0.25880593061447144
463,-0.40244388580322266
464,-0.3675459027290344
465,-0.12145334482192993
466,0.15544718503952026
467,0.3658657371997833
468,0.42240655422210693
469,0.30010077357292175
470,0.04510695859789848
471,-0.27412354946136475
472,-0.4205178916454315
473,-0.45483478903770447
474,-0.21013250946998596
475,0.08919623494148254
476,0.33482226729393005
477,0.45450401306152344
478,0.38421785831451416
479,0.10533131659030914
480,-0.17989540100097656
481,-0.3814243972301483
482,-0.4176587164402008
483,-0.2901700735092163
484,0.0541391521692276
485,0.2661357522010803
486,0.4738297462463379
487,0.4626801908016205
488,0.21451814472675323
489,-0.10974966734647751
490,-0.38882535696029663
491,-0.46299031376838684
492,-0.34396395087242126
493,-0.1119527667760849
494,0.19677244126796722
495,0.40963512659072876
496,0.48352521657943726
497,0.24327123165130615
498,0.01872408390045166
499,-0.2900662422180176
500,-0.5086369514465332
501,-0.37431901693344116
502,-0.2597012519836426
503,0.06844913214445114
504,0.3412858843803406
505,0.5229154825210571
506,0.3605740964412689
507,0.13390439748764038
508,-0.19369161128997803
509,-0.4377543032169342
510,-0.5244579315185547
511,-0.33007368445396423
512,0.05019344761967659
513,0.27490586042404175
514,0.4662706255912781
515,0.44895222783088684
516,0.24083593487739563
517,-0.10984151065349579
518,-0.3794732987880707
519,-0.543106198310852
520,-0.36794838309288025
521,-0.08942463248968124
522,0.1840403974056244
523,0.5164757966995239
524,0.5720202922821045
525,0.2920079827308655
526,-0.011137573048472404
527,-0.29505622386932373
528,-0.5592798590660095
529,-0.5270041227340698
530,-0.25287339091300964
531,0.1179460808634758
532,0.40919673442840576
533,0.5504494309425354
534,0.4124974012374878
535,0.06066339835524559
536,-0.2362048476934433
537,-0.43891626596450806
538,-0.4847617447376251
539,-0.28763604164123535
540,0.02726389467716217
541,0.3904133141040802
542,0.509331226348877
543,0.5025177001953125
544,0.20763428509235382
545,-0.11952081322669983
546,-0.43770891427993774
547,-0.5856475830078125
548,-0.40777280926704407
549,-0.051944367587566376
550,0.24144046008586884
551,0.5032751560211182
552,0.514372706413269
553,0.2737160325050354
554,-0.012700973078608513
555,-0.3460143208503723
556,-0.5375573635101318
557,-0.48451653122901917
558,-0.2069685459136963
559,0.1800079494714737
560,0.45513421297073364
561,0.5999919176101685
562,0.4491211771965027
563,0.10580848902463913
564,-0.3140290379524231
565,-0.5425801873207092
566,-0.5584295392036438
567,-0.2650241255760193
568,0.06281916052103043
569,0.3537723124027252
570,0.5964486598968506
571,0.5591356158256531
572,0.21997429430484772
573,-0.1666708141565323
574,-0.5015694499015808
575,-0.6519704461097717
576,-0.4771353006362915
577,-0.10345366597175598
578,0.3177160620689392
579,0.5790086984634399
580,0.5893570184707642
581,0.307415634393692
582,-0.045593105256557465
583,-0.44390028715133667
584,-0.6281750798225403
585,-0.48700353503227234
586,-0.21971078217029572
587,0.13221828639507294
588,0.4965258538722992
589,0.6146577000617981
590,0.33437979221343994
591,0.04251720383763313
592,-0.35548317432403564
593,-0.6370924711227417
594,-0.6274974942207336
595,-0.32928040623664856
596,0.0757138729095459
597,0.4988918602466583
598,0.64036625623703
599,0.4739706218242645
600,0.15833988785743713
601,-0.2147316038608551
602,-0.49714395403862
603,-0.6185207366943359
604,-0.4202711880207062
605,0.016505712643265724
606,0.3693566918373108
607,0.609349250793457
608,0.5540391206741333
609,0.2966045141220093
610,-0.0455094538629055
611,-0.5295735001564026
612,-0.6503196954727173
613,-0.5713989734649658
614,-0.17067256569862366
615,0.28501787781715393
616,0.5723589658737183
617,0.6695166230201721
618,0.4528433680534363
619,0.03776397928595543
620,-0.3435174524784088
621,-0.6192337274551392
622,-0.6180059909820557
623,-0.3278065621852875
624,0.10513382405042648
625,0.5271897315979004
626,0.661857008934021
627,0.6176415681838989
628,0.21920010447502136
629,-0.2879785895347595
630,-0.6150541305541992
631,-0.6135302186012268
632,-0.4881351888179779
633,-0.02191350981593132
634,0.44887885451316833
635,0.6387854218482971
636,0.6059231162071228
637,0.29102522134780884
638,-0.13112476468086243
639,-0.5348690152168274
640,-0.6797221302986145
641,-0.5233494639396667
642,-0.15129302442073822
643,0.33860641717910767
644,0.6086090803146362
645,0.6368540525436401
646,0.3775133192539215
647,-0.05724075436592102
648,-0.4625348746776581
649,-0.658289909362793
650,-0.6252712607383728
651,-0.31248170137405396
652,0.14009439945220947
653,0.5492194890975952
654,0.6991201043128967
655,0.5284843444824219
656,0.0963614359498024
657,-0.34383922815322876
658,-0.6249663233757019
659,-0.7598879337310791
660,-0.4359743297100067
661,-0.03709765896201134
662,0.4774123728275299
663,0.6892245411872864
664,0.5770427584648132
665,0.2893032133579254
666,-0.13964101672172546
667,-0.5878409743309021
668,-0.6949796676635742
669,-0.5505684614181519
670,-0.19011670351028442
